,Real,Predicted,Set
62772,1,1,Train
7115,0,1,Train
31399,0,1,Train
73836,1,1,Train
31326,0,1,Train
59540,1,1,Train
55660,1,1,Train
63654,1,1,Train
23751,0,1,Train
54073,1,1,Train
29064,0,1,Train
77473,1,1,Train
50215,1,1,Train
44044,1,1,Train
37277,0,1,Train
9222,0,1,Train
47853,1,1,Train
66507,1,1,Train
69696,1,1,Train
35633,0,1,Train
3994,0,1,Train
6474,0,1,Train
70692,1,1,Train
72668,1,1,Train
39065,0,1,Train
67023,1,1,Train
59028,1,1,Train
52250,1,1,Train
46469,1,1,Train
5715,0,1,Train
53719,1,1,Train
5170,0,1,Train
65380,1,1,Train
57583,1,1,Train
6367,0,1,Train
63251,1,1,Train
10743,0,1,Train
5532,0,1,Train
25665,0,1,Train
7786,0,1,Train
69028,1,1,Train
59568,1,1,Train
6860,0,1,Train
24293,0,1,Train
22278,0,1,Train
27021,0,1,Train
31047,0,1,Train
74444,1,1,Train
43788,1,1,Train
12457,0,1,Train
6048,0,1,Train
28817,0,1,Train
65973,1,1,Train
52387,1,1,Train
21538,0,1,Train
64363,1,1,Train
42669,1,1,Train
6231,0,1,Train
54202,1,1,Train
35257,0,1,Train
37933,0,1,Train
35300,0,1,Train
15780,0,1,Train
32633,0,1,Train
50821,1,1,Train
29601,0,1,Train
52423,1,1,Train
9817,0,1,Train
56595,1,1,Train
12656,0,1,Train
10161,0,1,Train
43046,1,1,Train
29148,0,1,Train
52114,1,1,Train
1588,0,1,Train
31124,0,1,Train
34273,0,1,Train
21562,0,1,Train
32318,0,1,Train
42790,1,1,Train
14624,0,1,Train
47413,1,1,Train
70265,1,1,Train
33035,0,1,Train
57731,1,1,Train
18573,0,1,Train
75635,1,1,Train
2490,0,1,Train
5014,0,1,Train
64125,1,1,Train
62088,1,1,Train
28861,0,1,Train
70709,1,1,Train
58524,1,1,Train
14556,0,1,Train
49547,1,1,Train
15720,0,1,Train
41029,1,1,Train
49952,1,1,Train
4519,0,1,Train
26180,0,1,Train
59404,1,1,Train
18253,0,1,Train
2746,0,1,Train
55150,1,1,Train
63157,1,1,Train
24076,0,1,Train
39723,0,1,Train
21379,0,1,Train
36470,0,1,Train
17137,0,1,Train
67418,1,1,Train
75153,1,1,Train
80099,1,1,Train
7569,0,1,Train
18596,0,1,Train
1311,0,1,Train
45395,1,1,Train
39702,0,1,Train
57900,1,1,Train
38149,0,1,Train
59363,1,1,Train
62342,1,1,Train
36374,0,1,Train
55396,1,1,Train
16810,0,1,Train
57111,1,1,Train
36815,0,1,Train
48656,1,1,Train
45427,1,1,Train
70630,1,1,Train
32465,0,1,Train
938,0,1,Train
31281,0,1,Train
25858,0,1,Train
58578,1,1,Train
25747,0,1,Train
46867,1,1,Train
59968,1,1,Train
7270,0,1,Train
48051,1,1,Train
43607,1,1,Train
51711,1,1,Train
67083,1,1,Train
61874,1,1,Train
13504,0,1,Train
51130,1,1,Train
18960,0,1,Train
67656,1,1,Train
58699,1,1,Train
3402,0,1,Train
19815,0,1,Train
2554,0,1,Train
10688,0,1,Train
2905,0,1,Train
14769,0,1,Train
68065,1,1,Train
20537,0,1,Train
77147,1,1,Train
8925,0,1,Train
53704,1,1,Train
11478,0,1,Train
54879,1,1,Train
73602,1,1,Train
8941,0,1,Train
41772,1,1,Train
11172,0,1,Train
80126,1,1,Train
57960,1,1,Train
2558,0,1,Train
24684,0,1,Train
55327,1,1,Train
69288,1,1,Train
47478,1,1,Train
74871,1,1,Train
9061,0,1,Train
66992,1,1,Train
57462,1,1,Train
77994,1,1,Train
76315,1,1,Train
42654,1,1,Train
27119,0,1,Train
47807,1,1,Train
67308,1,1,Train
33515,0,1,Train
17586,0,1,Train
74806,1,1,Train
29133,0,1,Train
2872,0,1,Train
17098,0,1,Train
69986,1,1,Train
53146,1,1,Train
46712,1,1,Train
28622,0,1,Train
24716,0,1,Train
22147,0,1,Train
34737,0,1,Train
75987,1,1,Train
23436,0,1,Train
69419,1,1,Train
9746,0,1,Train
31526,0,1,Train
36463,0,1,Train
32494,0,1,Train
37376,0,1,Train
73692,1,1,Train
75469,1,1,Train
1322,0,1,Train
9991,0,1,Train
37887,0,1,Train
36406,0,1,Train
4976,0,1,Train
38758,0,1,Train
17814,0,1,Train
63272,1,1,Train
15599,0,1,Train
28457,0,1,Train
21651,0,1,Train
80101,1,1,Train
45459,1,1,Train
53467,1,1,Train
77382,1,1,Train
28813,0,1,Train
25690,0,1,Train
77385,1,1,Train
49171,1,1,Train
12868,0,1,Train
26113,0,1,Train
33605,0,1,Train
66995,1,1,Train
78269,1,1,Train
57340,1,1,Train
9194,0,1,Train
10788,0,1,Train
38475,0,1,Train
65132,1,1,Train
32377,0,1,Train
44336,1,1,Train
47217,1,1,Train
48053,1,1,Train
63009,1,1,Train
76187,1,1,Train
18886,0,1,Train
78305,1,1,Train
14500,0,1,Train
46805,1,1,Train
62865,1,1,Train
62496,1,1,Train
45579,1,1,Train
73943,1,1,Train
51366,1,1,Train
66658,1,1,Train
17657,0,1,Train
65851,1,1,Train
51004,1,1,Train
43247,1,1,Train
56512,1,1,Train
53139,1,1,Train
24542,0,1,Train
51267,1,1,Train
53167,1,1,Train
28818,0,1,Train
11056,0,1,Train
15991,0,1,Train
79776,1,1,Train
78653,1,1,Train
62952,1,1,Train
2055,0,1,Train
24775,0,1,Train
9818,0,1,Train
67285,1,1,Train
77214,1,1,Train
14313,0,1,Train
67092,1,1,Train
49890,1,1,Train
69722,1,1,Train
32832,0,1,Train
42934,1,1,Train
10969,0,1,Train
14090,0,1,Train
78363,1,1,Train
53980,1,1,Train
11515,0,1,Train
2181,0,1,Train
35676,0,1,Train
73018,1,1,Train
71156,1,1,Train
52294,1,1,Train
16384,0,1,Train
52848,1,1,Train
56761,1,1,Train
39923,0,1,Train
15122,0,1,Train
67047,1,1,Train
75063,1,1,Train
60728,1,1,Train
47451,1,1,Train
28137,0,1,Train
62125,1,1,Train
72970,1,1,Train
70,0,1,Train
80343,1,1,Train
29120,0,1,Train
33811,0,1,Train
9938,0,1,Train
75568,1,1,Train
43598,1,1,Train
23607,0,1,Train
67540,1,1,Train
19421,0,1,Train
61765,1,1,Train
34686,0,1,Train
29029,0,1,Train
65987,1,1,Train
74374,1,1,Train
56742,1,1,Train
54668,1,1,Train
51166,1,1,Train
30506,0,1,Train
66628,1,1,Train
27522,0,1,Train
5528,0,1,Train
6159,0,1,Train
60117,1,1,Train
73645,1,1,Train
54,0,1,Train
49461,1,1,Train
45351,1,1,Train
14225,0,1,Train
71078,1,1,Train
28867,0,1,Train
79087,1,1,Train
30039,0,1,Train
48189,1,1,Train
70657,1,1,Train
5162,0,1,Train
25468,0,1,Train
67463,1,1,Train
66130,1,1,Train
22004,0,1,Train
23293,0,1,Train
15613,0,1,Train
78474,1,1,Train
24138,0,1,Train
12407,0,1,Train
62848,1,1,Train
62620,1,1,Train
68620,1,1,Train
23919,0,1,Train
67662,1,1,Train
36364,0,1,Train
39680,0,1,Train
56028,1,1,Train
57216,1,1,Train
12496,0,1,Train
31494,0,1,Train
71518,1,1,Train
68386,1,1,Train
58919,1,1,Train
30669,0,1,Train
16366,0,1,Train
29167,0,1,Train
77895,1,1,Train
65627,1,1,Train
69934,1,1,Train
14615,0,1,Train
2616,0,1,Train
35960,0,1,Train
44309,1,1,Train
66167,1,1,Train
69746,1,1,Train
66633,1,1,Train
47552,1,1,Train
78925,1,1,Train
34423,0,1,Train
8437,0,1,Train
10393,0,1,Train
59253,1,1,Train
41554,1,1,Train
1689,0,1,Train
26142,0,1,Train
60901,1,1,Train
6675,0,1,Train
60687,1,1,Train
54563,1,1,Train
67259,1,1,Train
46276,1,1,Train
24557,0,1,Train
22565,0,1,Train
31920,0,1,Train
50731,1,1,Train
67275,1,1,Train
60741,1,1,Train
66174,1,1,Train
4528,0,1,Train
20728,0,1,Train
79786,1,1,Train
46979,1,1,Train
37553,0,1,Train
7459,0,1,Train
40015,0,1,Train
75082,1,1,Train
29401,0,1,Train
51589,1,1,Train
585,0,1,Train
53759,1,1,Train
80253,1,1,Train
40805,0,1,Train
39172,0,1,Train
8530,0,1,Train
61979,1,1,Train
13581,0,1,Train
61419,1,1,Train
62927,1,1,Train
4039,0,1,Train
31765,0,1,Train
994,0,1,Train
76591,1,1,Train
78742,1,1,Train
61222,1,1,Train
56639,1,1,Train
15806,0,1,Train
16809,0,1,Train
33967,0,1,Train
71731,1,1,Train
54762,1,1,Train
1193,0,1,Train
16591,0,1,Train
57901,1,1,Train
18974,0,1,Train
38252,0,1,Train
71163,1,1,Train
78987,1,1,Train
12961,0,1,Train
52180,1,1,Train
1216,0,1,Train
61400,1,1,Train
55722,1,1,Train
34183,0,1,Train
44445,1,1,Train
51916,1,1,Train
31420,0,1,Train
65293,1,1,Train
51244,1,1,Train
44393,1,1,Train
23418,0,1,Train
53247,1,1,Train
49933,1,1,Train
28717,0,1,Train
47146,1,1,Train
71588,1,1,Train
66215,1,1,Train
27051,0,1,Train
52135,1,1,Train
3946,0,1,Train
50504,1,1,Train
78412,1,1,Train
9447,0,1,Train
22657,0,1,Train
66536,1,1,Train
68349,1,1,Train
30829,0,1,Train
64459,1,1,Train
42274,1,1,Train
1623,0,1,Train
36560,0,1,Train
6,0,1,Train
77369,1,1,Train
10958,0,1,Train
1371,0,1,Train
69047,1,1,Train
27455,0,1,Train
61494,1,1,Train
77137,1,1,Train
75482,1,1,Train
33898,0,1,Train
51563,1,1,Train
31168,0,1,Train
49238,1,1,Train
26743,0,1,Train
24921,0,1,Train
45480,1,1,Train
76111,1,1,Train
52943,1,1,Train
62782,1,1,Train
71628,1,1,Train
48915,1,1,Train
61659,1,1,Train
73416,1,1,Train
3940,0,1,Train
39027,0,1,Train
22491,0,1,Train
42005,1,1,Train
8710,0,1,Train
50018,1,1,Train
70346,1,1,Train
42977,1,1,Train
44102,1,1,Train
70594,1,1,Train
39793,0,1,Train
76551,1,1,Train
51979,1,1,Train
46026,1,1,Train
15033,0,1,Train
19765,0,1,Train
53297,1,1,Train
41299,1,1,Train
4196,0,1,Train
2937,0,1,Train
51435,1,1,Train
62280,1,1,Train
14119,0,1,Train
69659,1,1,Train
1000,0,1,Train
18432,0,1,Train
7379,1,1,Train
24890,0,1,Train
45658,1,1,Train
52334,1,1,Train
62106,1,1,Train
42700,1,1,Train
43124,1,1,Train
33350,0,1,Train
74018,1,1,Train
17278,0,1,Train
13038,0,1,Train
64886,1,1,Train
77203,1,1,Train
40939,0,1,Train
80712,1,1,Train
21022,0,1,Train
36709,0,1,Train
70933,1,1,Train
54556,1,1,Train
71245,1,1,Train
40343,0,1,Train
29687,0,1,Train
25007,0,1,Train
51774,1,1,Train
42315,1,1,Train
41661,1,1,Train
65389,1,1,Train
64045,1,1,Train
41557,1,1,Train
59082,1,1,Train
53355,1,1,Train
4530,0,1,Train
45553,1,1,Train
19721,0,1,Train
33965,0,1,Train
780,0,1,Train
30665,0,1,Train
12431,0,1,Train
24526,0,1,Train
58484,1,1,Train
70241,1,1,Train
23454,0,1,Train
4364,0,1,Train
51659,1,1,Train
69939,1,1,Train
28383,0,1,Train
42619,1,1,Train
9501,0,1,Train
35372,0,1,Train
8891,0,1,Train
5732,0,1,Train
39416,0,1,Train
7483,0,1,Train
60694,1,1,Train
12890,0,1,Train
24098,0,1,Train
58908,1,1,Train
42306,1,1,Train
14218,0,1,Train
80648,1,1,Train
988,0,1,Train
56442,1,1,Train
10361,0,1,Train
33634,0,1,Train
469,0,1,Train
55273,1,1,Train
19479,0,1,Train
17782,0,1,Train
33555,0,1,Train
34154,0,1,Train
53514,1,1,Train
44172,1,1,Train
4330,0,1,Train
33567,0,1,Train
77785,1,1,Train
33210,0,1,Train
19791,0,1,Train
34499,0,1,Train
4855,0,1,Train
61380,1,1,Train
9320,0,1,Train
78689,1,1,Train
76467,1,1,Train
21184,0,1,Train
46056,1,1,Train
3053,0,1,Train
54356,1,1,Train
48827,1,1,Train
46991,1,1,Train
42899,1,1,Train
53496,1,1,Train
44978,1,1,Train
51280,1,1,Train
21950,0,1,Train
48347,1,1,Train
72171,1,1,Train
35245,0,1,Train
50092,1,1,Train
16019,0,1,Train
17160,0,1,Train
76194,1,1,Train
23316,0,1,Train
65695,1,1,Train
66643,1,1,Train
65079,1,1,Train
22957,0,1,Train
5795,0,1,Train
53159,1,1,Train
74264,1,1,Train
63184,1,1,Train
70733,1,1,Train
26912,0,1,Train
36502,0,1,Train
40961,1,1,Train
38517,0,1,Train
75271,1,1,Train
44274,1,1,Train
24298,0,1,Train
26791,0,1,Train
1227,0,1,Train
63978,1,1,Train
60423,1,1,Train
37400,0,1,Train
49814,1,1,Train
44218,1,1,Train
70212,1,1,Train
54603,1,1,Train
21548,0,1,Train
36073,0,1,Train
59862,1,1,Train
67623,1,1,Train
41802,1,1,Train
6105,0,1,Train
70486,1,1,Train
32260,0,1,Train
47747,1,1,Train
14277,0,1,Train
51258,1,1,Train
46164,1,1,Train
12257,0,1,Train
68978,1,1,Train
15170,0,1,Train
62654,1,1,Train
65795,1,1,Train
61983,1,1,Train
17291,1,1,Train
56558,1,1,Train
70877,1,1,Train
40082,0,1,Train
1309,0,1,Train
64146,1,1,Train
79008,1,1,Train
2287,0,1,Train
66401,1,1,Train
48548,1,1,Train
33627,0,1,Train
17518,0,1,Train
57307,1,1,Train
79840,1,1,Train
20535,0,1,Train
46681,1,1,Train
6541,0,1,Train
76703,1,1,Train
63584,1,1,Train
13523,0,1,Train
11816,0,1,Train
43568,1,1,Train
14208,0,1,Train
32106,0,1,Train
46495,1,1,Train
53512,1,1,Train
16290,0,1,Train
80463,1,1,Train
24859,0,1,Train
72187,1,1,Train
10554,0,1,Train
53083,1,1,Train
24328,0,1,Train
22122,0,1,Train
70584,1,1,Train
56201,1,1,Train
25990,0,1,Train
30174,0,1,Train
79612,1,1,Train
15880,0,1,Train
80746,1,1,Train
79257,1,1,Train
77113,1,1,Train
76186,1,1,Train
33252,0,1,Train
13547,0,1,Train
26244,0,1,Train
19368,0,1,Train
2541,0,1,Train
71550,1,1,Train
62855,1,1,Train
65682,1,1,Train
32166,0,1,Train
5533,0,1,Train
4309,0,1,Train
1166,0,1,Train
32931,0,1,Train
76085,1,1,Train
43041,1,1,Train
80540,1,1,Train
15013,0,1,Train
32112,1,1,Train
5185,0,1,Train
53959,1,1,Train
43664,1,1,Train
80007,1,1,Train
13136,0,1,Train
6536,0,1,Train
30184,0,1,Train
34158,0,1,Train
3171,0,1,Train
47592,1,1,Train
1164,0,1,Train
71433,1,1,Train
5740,0,1,Train
50105,1,1,Train
80323,1,1,Train
45628,1,1,Train
26882,0,1,Train
46695,1,1,Train
2909,0,1,Train
58816,1,1,Train
55727,1,1,Train
62710,1,1,Train
77136,1,1,Train
29620,0,1,Train
60439,1,1,Train
39910,0,1,Train
30940,0,1,Train
41033,1,1,Train
40509,0,1,Train
31472,0,1,Train
3416,0,1,Train
57445,1,1,Train
76206,1,1,Train
79541,1,1,Train
697,0,1,Train
52942,1,1,Train
78812,1,1,Train
39105,0,1,Train
74261,1,1,Train
45940,1,1,Train
47391,1,1,Train
39904,0,1,Train
65378,1,1,Train
1608,0,1,Train
52600,1,1,Train
40063,0,1,Train
66993,1,1,Train
77476,1,1,Train
41575,1,1,Train
43757,1,1,Train
57407,1,1,Train
25696,0,1,Train
45481,1,1,Train
3153,0,1,Train
32111,0,1,Train
64021,1,1,Train
68543,1,1,Train
12081,0,1,Train
43037,1,1,Train
55868,1,1,Train
24457,0,1,Train
65968,1,1,Train
16526,0,1,Train
68365,1,1,Train
17287,0,1,Train
9058,0,1,Train
58892,1,1,Train
64112,1,1,Train
39127,0,1,Train
58042,1,1,Train
51636,1,1,Train
62418,1,1,Train
53501,1,1,Train
33489,0,1,Train
74507,1,1,Train
76594,1,1,Train
60588,1,1,Train
59317,1,1,Train
36352,0,1,Train
7359,0,1,Train
71856,1,1,Train
39679,0,1,Train
70774,1,1,Train
34965,0,1,Train
55124,1,1,Train
76920,1,1,Train
53984,1,1,Train
43920,1,1,Train
54407,1,1,Train
21632,0,1,Train
55542,1,1,Train
36952,0,1,Train
45373,1,1,Train
33629,0,1,Train
1901,0,1,Train
12511,0,1,Train
41336,1,1,Train
73562,1,1,Train
74738,1,1,Train
4623,0,1,Train
40826,0,1,Train
55143,1,1,Train
25064,0,1,Train
78264,1,1,Train
64811,1,1,Train
4594,0,1,Train
52162,1,1,Train
13141,0,1,Train
48799,1,1,Train
772,0,1,Train
10817,0,1,Train
43576,1,1,Train
68777,1,1,Train
16213,0,1,Train
29239,0,1,Train
21204,0,1,Train
43097,1,1,Train
9378,0,1,Train
29997,0,1,Train
2778,0,1,Train
28023,0,1,Train
76840,1,1,Train
17360,0,1,Train
24422,0,1,Train
60198,1,1,Train
77509,1,1,Train
14653,0,1,Train
19707,0,1,Train
11821,0,1,Train
9282,0,1,Train
19714,0,1,Train
54949,1,1,Train
15606,0,1,Train
23355,0,1,Train
53608,1,1,Train
5563,0,1,Train
27950,0,1,Train
27173,0,1,Train
17372,1,1,Train
41700,1,1,Train
21856,0,1,Train
29931,0,1,Train
898,0,1,Train
17612,0,1,Train
37576,0,1,Train
15424,0,1,Train
36257,0,1,Train
25311,0,1,Train
80112,1,1,Train
56640,1,1,Train
41225,1,1,Train
17729,0,1,Train
56726,1,1,Train
75628,1,1,Train
24562,0,1,Train
42377,1,1,Train
52570,1,1,Train
42071,1,1,Train
22751,0,1,Train
49505,1,1,Train
57758,1,1,Train
28713,0,1,Train
53771,1,1,Train
74992,1,1,Train
80603,1,1,Train
36568,0,1,Train
17420,0,1,Train
48027,1,1,Train
49537,1,1,Train
41212,1,1,Train
60540,1,1,Train
54792,1,1,Train
47859,1,1,Train
25952,0,1,Train
83,0,1,Train
29690,0,1,Train
6832,0,1,Train
10279,0,1,Train
32108,0,1,Train
18496,0,1,Train
12990,0,1,Train
43222,1,1,Train
71898,1,1,Train
5268,0,1,Train
20210,0,1,Train
14237,0,1,Train
78800,1,1,Train
20345,0,1,Train
4041,0,1,Train
20632,0,1,Train
60517,1,1,Train
41727,1,1,Train
21688,0,1,Train
29452,0,1,Train
22392,0,1,Train
22039,0,1,Train
21272,0,1,Train
30470,0,1,Train
61819,1,1,Train
80153,1,1,Train
66001,1,1,Train
66392,1,1,Train
70905,1,1,Train
28513,0,1,Train
68214,1,1,Train
11259,0,1,Train
69365,1,1,Train
195,0,1,Train
32169,0,1,Train
13087,0,1,Train
19846,0,1,Train
28518,0,1,Train
64633,1,1,Train
4463,0,1,Train
29315,0,1,Train
20295,1,1,Train
16033,0,1,Train
28396,0,1,Train
12482,0,1,Train
43300,1,1,Train
69917,1,1,Train
68374,1,1,Train
54012,1,1,Train
54810,1,1,Train
16822,0,1,Train
36906,0,1,Train
35390,0,1,Train
58624,1,1,Train
36411,0,1,Train
44105,1,1,Train
3028,0,1,Train
69691,1,1,Train
54984,1,1,Train
44975,1,1,Train
41987,1,1,Train
3555,0,1,Train
39134,0,1,Train
50204,1,1,Train
4593,0,1,Train
51038,1,1,Train
40250,0,1,Train
66526,1,1,Train
41248,1,1,Train
52692,1,1,Train
78038,1,1,Train
24258,0,1,Train
60779,1,1,Train
47925,1,1,Train
42049,1,1,Train
35217,0,1,Train
39744,0,1,Train
70452,1,1,Train
60565,1,1,Train
15761,0,1,Train
10255,0,1,Train
77653,1,1,Train
37521,0,1,Train
74215,1,1,Train
5501,0,1,Train
78368,1,1,Train
74155,1,1,Train
54986,1,1,Train
31397,0,1,Train
40987,1,1,Train
21127,0,1,Train
73785,1,1,Train
48334,1,1,Train
68637,1,1,Train
66740,1,1,Train
69658,1,1,Train
4571,0,1,Train
41013,1,1,Train
7627,0,1,Train
15074,0,1,Train
32978,0,1,Train
17775,0,1,Train
45764,1,1,Train
20112,0,1,Train
52899,1,1,Train
20282,0,1,Train
60099,1,1,Train
53978,1,1,Train
58842,1,1,Train
35544,0,1,Train
49743,1,1,Train
29509,0,1,Train
36020,0,1,Train
9062,0,1,Train
19218,0,1,Train
7098,0,1,Train
14889,0,1,Train
2688,0,1,Train
197,0,1,Train
11299,0,1,Train
38566,0,1,Train
74633,1,1,Train
66288,1,1,Train
60785,1,1,Train
46617,1,1,Train
44507,1,1,Train
69141,1,1,Train
72048,1,1,Train
10439,0,1,Train
59015,1,1,Train
36338,0,1,Train
33296,0,1,Train
36600,0,1,Train
42003,1,1,Train
17954,0,1,Train
25248,0,1,Train
35370,0,1,Train
2807,0,1,Train
51361,1,1,Train
55889,1,1,Train
44206,1,1,Train
14421,0,1,Train
28488,0,1,Train
72043,1,1,Train
16338,0,1,Train
1829,0,1,Train
12544,0,1,Train
19869,0,1,Train
1270,0,1,Train
28908,0,1,Train
43368,1,1,Train
10757,0,1,Train
3126,0,1,Train
18295,0,1,Train
24426,0,1,Train
4104,0,1,Train
19496,0,1,Train
29614,0,1,Train
57764,1,1,Train
74487,1,1,Train
60147,1,1,Train
2585,0,1,Train
29585,0,1,Train
38982,0,1,Train
2349,0,1,Train
45735,1,1,Train
54117,1,1,Train
77204,1,1,Train
72011,1,1,Train
51182,1,1,Train
13911,0,1,Train
57880,1,1,Train
3382,0,1,Train
60514,1,1,Train
52855,1,1,Train
67986,1,1,Train
70347,1,1,Train
74721,1,1,Train
31787,0,1,Train
74295,1,1,Train
57185,1,1,Train
80469,1,1,Train
2276,0,1,Train
24867,0,1,Train
21006,0,1,Train
6779,0,1,Train
69511,1,1,Train
71162,1,1,Train
26227,0,1,Train
65604,1,1,Train
31078,0,1,Train
78877,1,1,Train
4347,0,1,Train
61252,1,1,Train
53491,1,1,Train
79286,1,1,Train
79284,1,1,Train
19662,0,1,Train
25252,0,1,Train
63132,1,1,Train
42330,1,1,Train
17124,0,1,Train
6707,0,1,Train
1400,0,1,Train
47808,1,1,Train
73720,1,1,Train
11705,0,1,Train
61435,1,1,Train
4348,0,1,Train
57571,1,1,Train
67405,1,1,Train
34400,0,1,Train
73881,1,1,Train
16950,0,1,Train
5115,0,1,Train
5464,0,1,Train
20571,0,1,Train
9576,0,1,Train
31690,0,1,Train
51980,1,1,Train
37401,0,1,Train
66513,1,1,Train
15757,0,1,Train
685,0,1,Train
6429,0,1,Train
27555,0,1,Train
36781,0,1,Train
54967,1,1,Train
65859,1,1,Train
57789,1,1,Train
25752,0,1,Train
20283,0,1,Train
63667,1,1,Train
46135,1,1,Train
25953,0,1,Train
29721,0,1,Train
70894,1,1,Train
50052,1,1,Train
18509,0,1,Train
57038,1,1,Train
1810,0,1,Train
7146,0,1,Train
6298,0,1,Train
15356,1,1,Train
26827,0,1,Train
21484,0,1,Train
54369,1,1,Train
72467,1,1,Train
3124,0,1,Train
20066,0,1,Train
31697,0,1,Train
40697,0,1,Train
30724,0,1,Train
62152,1,1,Train
7133,0,1,Train
57496,1,1,Train
30046,0,1,Train
194,0,1,Train
28494,0,1,Train
24627,0,1,Train
56788,1,1,Train
64574,1,1,Train
42047,1,1,Train
34645,0,1,Train
16662,0,1,Train
74800,1,1,Train
48854,1,1,Train
33584,0,1,Train
19090,0,1,Train
10656,0,1,Train
62105,1,1,Train
62590,1,1,Train
26556,0,1,Train
4148,0,1,Train
61186,1,1,Train
20657,0,1,Train
44337,1,1,Train
19141,0,1,Train
63004,1,1,Train
1043,0,1,Train
30686,0,1,Train
56824,1,1,Train
60813,1,1,Train
45918,1,1,Train
32180,0,1,Train
14169,0,1,Train
50380,1,1,Train
59726,1,1,Train
36298,0,1,Train
78604,1,1,Train
15966,0,1,Train
2662,0,1,Train
16965,0,1,Train
15483,0,1,Train
33041,0,1,Train
66839,1,1,Train
76091,1,1,Train
74111,1,1,Train
61894,1,1,Train
32732,0,1,Train
8620,0,1,Train
18056,0,1,Train
8456,0,1,Train
40054,0,1,Train
38983,0,1,Train
72395,1,1,Train
77682,1,1,Train
36324,0,1,Train
46439,1,1,Train
39707,0,1,Train
77398,1,1,Train
24697,0,1,Train
54924,1,1,Train
8425,0,1,Train
46920,1,1,Train
64752,1,1,Train
46405,1,1,Train
54426,1,1,Train
77602,1,1,Train
54027,1,1,Train
40038,0,1,Train
62634,1,1,Train
4004,0,1,Train
7909,0,1,Train
73677,1,1,Train
12189,0,1,Train
61353,1,1,Train
19145,0,1,Train
45857,1,1,Train
33767,0,1,Train
61512,1,1,Train
46625,1,1,Train
60989,1,1,Train
25641,0,1,Train
40505,0,1,Train
19438,0,1,Train
43365,1,1,Train
54702,1,1,Train
7767,0,1,Train
58540,1,1,Train
27233,0,1,Train
37200,0,1,Train
71513,1,1,Train
29723,0,1,Train
59186,1,1,Train
40700,0,1,Train
48571,1,1,Train
16700,0,1,Train
65164,1,1,Train
63498,1,1,Train
30141,0,1,Train
43486,1,1,Train
26045,0,1,Train
10074,0,1,Train
70121,1,1,Train
53209,1,1,Train
11868,0,1,Train
24096,0,1,Train
56340,1,1,Train
9922,0,1,Train
57448,1,1,Train
9694,0,1,Train
71819,1,1,Train
15872,0,1,Train
43858,1,1,Train
10577,0,1,Train
27137,0,1,Train
8227,0,1,Train
7579,0,1,Train
76107,1,1,Train
2915,0,1,Train
63020,1,1,Train
19470,0,1,Train
43747,1,1,Train
60063,1,1,Train
62166,1,1,Train
36998,0,1,Train
62895,1,1,Train
51931,1,1,Train
18513,0,1,Train
47522,1,1,Train
35182,0,1,Train
50770,1,1,Train
29996,0,1,Train
53647,1,1,Train
1852,0,1,Train
37003,0,1,Train
335,0,1,Train
13151,0,1,Train
79485,1,1,Train
78625,1,1,Train
42839,1,1,Train
8494,0,1,Train
60638,1,1,Train
79732,1,1,Train
3844,0,1,Train
8836,0,1,Train
36700,0,1,Train
56989,1,1,Train
53088,1,1,Train
24638,0,1,Train
321,0,1,Train
12932,0,1,Train
21935,0,1,Train
39987,0,1,Train
50471,1,1,Train
53718,1,1,Train
77778,1,1,Train
5975,0,1,Train
66426,1,1,Train
28417,0,1,Train
39264,0,1,Train
27527,0,1,Train
7205,0,1,Train
76029,1,1,Train
12223,0,1,Train
29159,0,1,Train
1985,0,1,Train
25578,0,1,Train
73339,1,1,Train
6418,0,1,Train
14972,0,1,Train
65134,1,1,Train
32148,0,1,Train
50838,1,1,Train
70652,1,1,Train
47185,1,1,Train
55615,1,1,Train
54636,1,1,Train
8761,0,1,Train
42091,1,1,Train
14768,0,1,Train
1418,0,1,Train
15184,0,1,Train
42704,1,1,Train
12203,0,1,Train
64201,1,1,Train
60026,1,1,Train
18081,0,1,Train
52229,1,1,Train
51283,1,1,Train
71904,1,1,Train
21093,0,1,Train
6912,0,1,Train
14095,0,1,Train
63120,1,1,Train
10276,0,1,Train
66939,1,1,Train
75790,1,1,Train
30714,0,1,Train
29732,0,1,Train
35199,0,1,Train
61443,1,1,Train
78350,1,1,Train
36141,0,1,Train
50014,1,1,Train
34167,0,1,Train
5227,0,1,Train
27142,0,1,Train
3648,0,1,Train
7654,0,1,Train
79471,1,1,Train
16607,0,1,Train
45881,1,1,Train
26873,0,1,Train
41836,1,1,Train
77853,1,1,Train
21907,0,1,Train
42696,1,1,Train
37736,0,1,Train
63794,1,1,Train
4036,0,1,Train
50824,1,1,Train
6081,0,1,Train
23023,0,1,Train
60036,1,1,Train
31776,0,1,Train
24441,0,1,Train
54216,1,1,Train
18386,0,1,Train
35715,0,1,Train
9084,0,1,Train
65027,1,1,Train
2856,0,1,Train
42206,1,1,Train
2791,0,1,Train
54296,1,1,Train
75599,1,1,Train
24566,0,1,Train
47546,1,1,Train
3693,0,1,Train
31838,0,1,Train
28886,0,1,Train
49682,1,1,Train
33614,0,1,Train
26166,0,1,Train
39750,0,1,Train
43192,1,1,Train
20658,0,1,Train
54447,1,1,Train
33558,0,1,Train
61354,1,1,Train
28399,0,1,Train
48502,1,1,Train
